male,eth,age,income,state,N
0,2,1,1,25,56553
0,2,1,1,26,45222
0,2,1,1,27,54135
0,2,1,1,28,55706
0,2,1,1,29,39204
0,2,1,1,30,55434
0,2,1,1,31,63819
0,2,1,1,32,49259
0,2,1,1,33,41278
0,2,1,1,34,68443
0,2,1,1,35,41382
0,2,1,1,36,59029
0,2,1,1,37,47220
0,2,1,1,38,35322
0,2,1,1,39,68461
0,2,1,1,40,65971
0,2,1,1,41,40523
0,2,1,1,42,47791
0,2,1,1,43,53045
0,2,1,1,44,61991
0,2,1,1,45,67831
0,2,1,1,46,57237
0,2,1,1,47,60208
0,2,1,1,48,49007
0,2,1,1,49,44501
0,2,1,1,50,37012
0,2,1,2,1,26566
0,2,1,2,2,43861
0,2,1,2,3,38585
0,2,1,2,4,39756
0,2,1,2,5,34042
0,2,1,2,6,26201
0,2,1,2,7,46513
0,2,1,2,8,32866
0,2,1,2,9,39712
0,2,1,2,10,31096
0,2,1,2,11,25814
0,2,1,2,12,36933
0,2,1,2,13,35932
0,2,1,2,14,46502
0,2,1,2,15,28808
0,2,1,2,16,35205
0,2,1,2,17,27406
0,2,1,2,18,45811
0,2,1,2,19,45216
0,2,1,2,20,28697
0,2,1,2,21,45541
0,2,1,2,22,29876
0,2,1,2,23,31733
0,2,1,2,24,41421
0,2,1,2,25,39587
0,2,1,2,26,31656
0,2,1,2,27,37895
0,2,1,2,28,38994
0,2,1,2,29,27443
0,2,1,2,30,38804
0,2,1,2,31,44674
0,2,1,2,32,34482
0,2,1,2,33,28895
0,2,1,2,34,47910
0,2,1,2,35,28967
0,2,1,2,36,41320
0,2,1,2,37,33054
0,2,1,2,38,24726
0,2,1,2,39,47923
0,2,1,2,40,46180
0,2,1,2,41,28366
0,2,1,2,42,33454
0,2,1,2,43,37131
0,2,1,2,44,43394
0,2,1,2,45,47482
0,2,1,2,46,40066
0,2,1,2,47,42146
0,2,1,2,48,34305
0,2,1,2,49,31151
0,2,1,2,50,25908
0,2,1,3,1,11385
0,2,1,3,2,18797
0,2,1,3,3,16536
0,2,1,3,4,17038
0,2,1,3,5,14589
0,2,1,3,6,11229
0,2,1,3,7,19934
0,2,1,3,8,14085
0,2,1,3,9,17019
0,2,1,3,10,13327
0,2,1,3,11,11063
0,2,1,3,12,15828
0,2,1,3,13,15399
0,2,1,3,14,19929
0,2,1,3,15,12346
0,2,1,3,16,15088
0,2,1,3,17,11745
0,2,1,3,18,19633
0,2,1,3,19,19378
0,2,1,3,20,12299
0,2,1,3,21,19518
0,2,1,3,22,12804
0,2,1,3,23,13600
0,2,1,3,24,17752
0,2,1,3,25,16966
0,2,1,3,26,13567
0,2,1,3,27,16241
0,2,1,3,28,16712
0,2,1,3,29,11761
0,2,1,3,30,16630
0,2,1,3,31,19146
0,2,1,3,32,14778
0,2,1,3,33,12384
0,2,1,3,34,20533
0,2,1,3,35,12415
0,2,1,3,36,17709
0,2,1,3,37,14166
0,2,1,3,38,10597
0,2,1,3,39,20538
0,2,1,3,40,19791
0,2,1,3,41,12157
0,2,1,3,42,14337
0,2,1,3,43,15913
0,2,1,3,44,18597
0,2,1,3,45,20349
0,2,1,3,46,17171
0,2,1,3,47,18062
0,2,1,3,48,14702
0,2,1,3,49,13350
0,2,1,3,50,11104
0,2,2,1,1,18975
0,2,2,1,2,31329
0,2,2,1,3,27561
0,2,2,1,4,28397
0,2,2,1,5,24315
0,2,2,1,6,18715
0,2,2,1,7,33223
0,2,2,1,8,23475
0,2,2,1,9,28366
0,2,2,1,10,22211
0,2,2,1,11,18438
0,2,2,1,12,26381
0,2,2,1,13,25666
0,2,2,1,14,33216
0,2,2,1,15,20577
0,2,2,1,16,25146
0,2,2,1,17,19576
0,2,2,1,18,32722
0,2,2,1,19,32297
0,2,2,1,20,20498
0,2,2,1,21,32529
0,2,2,1,22,21340
0,2,2,1,23,22666
0,2,2,1,24,29586
0,2,2,1,25,28277
0,2,2,1,26,22611
0,2,2,1,27,27068
0,2,2,1,28,27853
0,2,2,1,29,19602
0,2,2,1,30,27717
0,2,2,1,31,31910
0,2,2,1,32,24630
0,2,2,1,33,20639
0,2,2,1,34,34222
0,2,2,1,35,20691
0,2,2,1,36,29515
0,2,2,1,37,23610
0,2,2,1,38,17661
0,2,2,1,39,34230
0,2,2,1,40,32986
0,2,2,1,41,20261
0,2,2,1,42,23896
0,2,2,1,43,26522
0,2,2,1,44,30996
0,2,2,1,45,33915
0,2,2,1,46,28619
0,2,2,1,47,30104
0,2,2,1,48,24504
0,2,2,1,49,22251
0,2,2,1,50,18506
0,2,2,2,1,13283
0,2,2,2,2,21930
0,2,2,2,3,19292
0,2,2,2,4,19878
0,2,2,2,5,17021
0,2,2,2,6,13100
0,2,2,2,7,23256
0,2,2,2,8,16433
0,2,2,2,9,19856
0,2,2,2,10,15548
0,2,2,2,11,12907
0,2,2,2,12,18466
0,2,2,2,13,17966
0,2,2,2,14,23251
0,2,2,2,15,14404
0,2,2,2,16,17602
0,2,2,2,17,13703
0,2,2,2,18,22905
0,2,2,2,19,22608
0,2,2,2,20,14349
0,2,2,2,21,22771
0,2,2,2,22,14938
0,2,2,2,23,15866
0,2,2,2,24,20710
0,2,2,2,25,19794
0,2,2,2,26,15828
0,2,2,2,27,18947
0,2,2,2,28,19497
0,2,2,2,29,13722
0,2,2,2,30,19402
0,2,2,2,31,22337
0,2,2,2,32,17241
0,2,2,2,33,14447
0,2,2,2,34,23955
0,2,2,2,35,14484
0,2,2,2,36,20660
0,2,2,2,37,16527
0,2,2,2,38,12363
0,2,2,2,39,23961
0,2,2,2,40,23090
0,2,2,2,41,14183
0,2,2,2,42,16727
0,2,2,2,43,18566
0,2,2,2,44,21697
0,2,2,2,45,23741
0,2,2,2,46,20033
0,2,2,2,47,21073
0,2,2,2,48,17153
0,2,2,2,49,15575
0,2,2,2,50,12954
0,2,2,3,1,5693
0,2,2,3,2,9399
0,2,2,3,3,8268
0,2,2,3,4,8519
0,2,2,3,5,7295
0,2,2,3,6,5614
0,2,2,3,7,9967
0,2,2,3,8,7043
0,2,2,3,9,8510
0,2,2,3,10,6663
0,2,2,3,11,5532
0,2,2,3,12,7914
0,2,2,3,13,7700
0,2,2,3,14,9965
0,2,2,3,15,6173
0,2,2,3,16,7544
0,2,2,3,17,5873
0,2,2,3,18,9817
0,2,2,3,19,9689
0,2,2,3,20,6149
0,2,2,3,21,9759
0,2,2,3,22,6402
0,2,2,3,23,6800
0,2,2,3,24,8876
0,2,2,3,25,8483
0,2,2,3,26,6783
0,2,2,3,27,8120
0,2,2,3,28,8356
0,2,2,3,29,5881
0,2,2,3,30,8315
0,2,2,3,31,9573
0,2,2,3,32,7389
0,2,2,3,33,6192
0,2,2,3,34,10266
0,2,2,3,35,6207
0,2,2,3,36,8854
0,2,2,3,37,7083
0,2,2,3,38,5298
0,2,2,3,39,10269
0,2,2,3,40,9896
0,2,2,3,41,6078
0,2,2,3,42,7169
0,2,2,3,43,7957
0,2,2,3,44,9299
0,2,2,3,45,10175
0,2,2,3,46,8586
0,2,2,3,47,9031
0,2,2,3,48,7351
0,2,2,3,49,6675
0,2,2,3,50,5552
0,2,3,1,1,37951
0,2,3,1,2,62658
0,2,3,1,3,55121
0,2,3,1,4,56795
0,2,3,1,5,48631
0,2,3,1,6,37429
0,2,3,1,7,66447
0,2,3,1,8,46951
0,2,3,1,9,56732
0,2,3,1,10,44422
0,2,3,1,11,36877
0,2,3,1,12,52761
0,2,3,1,13,51331
0,2,3,1,14,66432
0,2,3,1,15,41154
0,2,3,1,16,50293
0,2,3,1,17,39151
0,2,3,1,18,65444
0,2,3,1,19,64595
0,2,3,1,20,40996
0,2,3,1,21,65059
0,2,3,1,22,42680
0,2,3,1,23,45333
0,2,3,1,24,59172
0,2,3,1,25,56553
0,2,3,1,26,45222
0,2,3,1,27,54135
0,2,3,1,28,55706
0,2,3,1,29,39204
0,2,3,1,30,55434
0,2,3,1,31,63819
0,2,3,1,32,49259
0,2,3,1,33,41278
0,2,3,1,34,68443
0,2,3,1,35,41382
0,2,3,1,36,59029
0,2,3,1,37,47220
0,2,3,1,38,35322
0,2,3,1,39,68461
0,2,3,1,40,65971
0,2,3,1,41,40523
0,2,3,1,42,47791
0,2,3,1,43,53045
0,2,3,1,44,61991
0,2,3,1,45,67831
0,2,3,1,46,57237
0,2,3,1,47,60208
0,2,3,1,48,49007
0,2,3,1,49,44501
0,2,3,1,50,37012
0,2,3,2,1,26566
0,2,3,2,2,43861
0,2,3,2,3,38585
0,2,3,2,4,39756
0,2,3,2,5,34042
0,2,3,2,6,26201
0,2,3,2,7,46513
0,2,3,2,8,32866
0,2,3,2,9,39712
0,2,3,2,10,31096
0,2,3,2,11,25814
0,2,3,2,12,36933
0,2,3,2,13,35932
0,2,3,2,14,46502
0,2,3,2,15,28808
0,2,3,2,16,35205
0,2,3,2,17,27406
0,2,3,2,18,45811
0,2,3,2,19,45216
0,2,3,2,20,28697
0,2,3,2,21,45541
0,2,3,2,22,29876
0,2,3,2,23,31733
0,2,3,2,24,41421
0,2,3,2,25,39587
0,2,3,2,26,31656
0,2,3,2,27,37895
0,2,3,2,28,38994
0,2,3,2,29,27443
0,2,3,2,30,38804
0,2,3,2,31,44674
0,2,3,2,32,34482
0,2,3,2,33,28895
0,2,3,2,34,47910
0,2,3,2,35,28967
0,2,3,2,36,41320
0,2,3,2,37,33054
0,2,3,2,38,24726
0,2,3,2,39,47923
0,2,3,2,40,46180
0,2,3,2,41,28366
0,2,3,2,42,33454
0,2,3,2,43,37131
0,2,3,2,44,43394
0,2,3,2,45,47482
0,2,3,2,46,40066
0,2,3,2,47,42146
0,2,3,2,48,34305
0,2,3,2,49,31151
0,2,3,2,50,25908
0,2,3,3,1,11385
0,2,3,3,2,18797
0,2,3,3,3,16536
0,2,3,3,4,17038
0,2,3,3,5,14589
0,2,3,3,6,11229
0,2,3,3,7,19934
0,2,3,3,8,14085
0,2,3,3,9,17019
0,2,3,3,10,13327
0,2,3,3,11,11063
0,2,3,3,12,15828
0,2,3,3,13,15399
0,2,3,3,14,19929
0,2,3,3,15,12346
0,2,3,3,16,15088
0,2,3,3,17,11745
0,2,3,3,18,19633
0,2,3,3,19,19378
0,2,3,3,20,12299
0,2,3,3,21,19518
0,2,3,3,22,12804
0,2,3,3,23,13600
0,2,3,3,24,17752
0,2,3,3,25,16966
0,2,3,3,26,13567
0,2,3,3,27,16241
0,2,3,3,28,16712
0,2,3,3,29,11761
0,2,3,3,30,16630
0,2,3,3,31,19146
0,2,3,3,32,14778
0,2,3,3,33,12384
0,2,3,3,34,20533
0,2,3,3,35,12415
0,2,3,3,36,17709
0,2,3,3,37,14166
0,2,3,3,38,10597
0,2,3,3,39,20538
0,2,3,3,40,19791
0,2,3,3,41,12157
0,2,3,3,42,14337
0,2,3,3,43,15913
0,2,3,3,44,18597
0,2,3,3,45,20349
0,2,3,3,46,17171
0,2,3,3,47,18062
0,2,3,3,48,14702
0,2,3,3,49,13350
0,2,3,3,50,11104
0,2,4,1,1,37951
0,2,4,1,2,62658
0,2,4,1,3,55121
0,2,4,1,4,56795
0,2,4,1,5,48631
0,2,4,1,6,37429
0,2,4,1,7,66447
0,2,4,1,8,46951
0,2,4,1,9,56732
0,2,4,1,10,44422
0,2,4,1,11,36877
0,2,4,1,12,52761
0,2,4,1,13,51331
0,2,4,1,14,66432
0,2,4,1,15,41154
0,2,4,1,16,50293
0,2,4,1,17,39151
0,2,4,1,18,65444
0,2,4,1,19,64595
0,2,4,1,20,40996
0,2,4,1,21,65059
0,2,4,1,22,42680
0,2,4,1,23,45333
0,2,4,1,24,59172
0,2,4,1,25,56553
0,2,4,1,26,45222
0,2,4,1,27,54135
0,2,4,1,28,55706
0,2,4,1,29,39204
0,2,4,1,30,55434
0,2,4,1,31,63819
0,2,4,1,32,49259
0,2,4,1,33,41278
0,2,4,1,34,68443
0,2,4,1,35,41382
0,2,4,1,36,59029
0,2,4,1,37,47220
0,2,4,1,38,35322
0,2,4,1,39,68461
0,2,4,1,40,65971
0,2,4,1,41,40523
0,2,4,1,42,47791
0,2,4,1,43,53045
0,2,4,1,44,61991
0,2,4,1,45,67831
0,2,4,1,46,57237
0,2,4,1,47,60208
0,2,4,1,48,49007
0,2,4,1,49,44501
0,2,4,1,50,37012
0,2,4,2,1,26566
0,2,4,2,2,43861
0,2,4,2,3,38585
0,2,4,2,4,39756
0,2,4,2,5,34042
0,2,4,2,6,26201
0,2,4,2,7,46513
0,2,4,2,8,32866
0,2,4,2,9,39712
0,2,4,2,10,31096
0,2,4,2,11,25814
0,2,4,2,12,36933
0,2,4,2,13,35932
0,2,4,2,14,46502
0,2,4,2,15,28808
0,2,4,2,16,35205
0,2,4,2,17,27406
0,2,4,2,18,45811
0,2,4,2,19,45216
0,2,4,2,20,28697
0,2,4,2,21,45541
0,2,4,2,22,29876
0,2,4,2,23,31733
0,2,4,2,24,41421
0,2,4,2,25,39587
0,2,4,2,26,31656
0,2,4,2,27,37895
0,2,4,2,28,38994
0,2,4,2,29,27443
0,2,4,2,30,38804
0,2,4,2,31,44674
0,2,4,2,32,34482
0,2,4,2,33,28895
0,2,4,2,34,47910
0,2,4,2,35,28967
0,2,4,2,36,41320
0,2,4,2,37,33054
0,2,4,2,38,24726
0,2,4,2,39,47923
0,2,4,2,40,46180
0,2,4,2,41,28366
0,2,4,2,42,33454
0,2,4,2,43,37131
0,2,4,2,44,43394
0,2,4,2,45,47482
0,2,4,2,46,40066
0,2,4,2,47,42146
0,2,4,2,48,34305
0,2,4,2,49,31151
0,2,4,2,50,25908
0,2,4,3,1,11385
0,2,4,3,2,18797
0,2,4,3,3,16536
0,2,4,3,4,17038
0,2,4,3,5,14589
0,2,4,3,6,11229
0,2,4,3,7,19934
0,2,4,3,8,14085
0,2,4,3,9,17019
0,2,4,3,10,13327
0,2,4,3,11,11063
0,2,4,3,12,15828
0,2,4,3,13,15399
0,2,4,3,14,19929
0,2,4,3,15,12346
0,2,4,3,16,15088
0,2,4,3,17,11745
0,2,4,3,18,19633
0,2,4,3,19,19378
0,2,4,3,20,12299
0,2,4,3,21,19518
0,2,4,3,22,12804
0,2,4,3,23,13600
0,2,4,3,24,17752
0,2,4,3,25,16966
0,2,4,3,26,13567
0,2,4,3,27,16241
0,2,4,3,28,16712
0,2,4,3,29,11761
0,2,4,3,30,16630
0,2,4,3,31,19146
0,2,4,3,32,14778
0,2,4,3,33,12384
0,2,4,3,34,20533
0,2,4,3,35,12415
0,2,4,3,36,17709
0,2,4,3,37,14166
0,2,4,3,38,10597
0,2,4,3,39,20538
0,2,4,3,40,19791
0,2,4,3,41,12157
0,2,4,3,42,14337
0,2,4,3,43,15913
0,2,4,3,44,18597
0,2,4,3,45,20349
0,2,4,3,46,17171
0,2,4,3,47,18062
0,2,4,3,48,14702
0,2,4,3,49,13350
0,2,4,3,50,11104
0,2,5,1,1,18975
0,2,5,1,2,31329
0,2,5,1,3,27561
0,2,5,1,4,28397
0,2,5,1,5,24315
0,2,5,1,6,18715
0,2,5,1,7,33223
0,2,5,1,8,23475
0,2,5,1,9,28366
0,2,5,1,10,22211
0,2,5,1,11,18438
0,2,5,1,12,26381
0,2,5,1,13,25666
0,2,5,1,14,33216
0,2,5,1,15,20577
0,2,5,1,16,25146
0,2,5,1,17,19576
0,2,5,1,18,32722
0,2,5,1,19,32297
0,2,5,1,20,20498
0,2,5,1,21,32529
0,2,5,1,22,21340
0,2,5,1,23,22666
0,2,5,1,24,29586
0,2,5,1,25,28277
0,2,5,1,26,22611
0,2,5,1,27,27068
0,2,5,1,28,27853
0,2,5,1,29,19602
0,2,5,1,30,27717
0,2,5,1,31,31910
0,2,5,1,32,24630
0,2,5,1,33,20639
0,2,5,1,34,34222
0,2,5,1,35,20691
0,2,5,1,36,29515
0,2,5,1,37,23610
0,2,5,1,38,17661
0,2,5,1,39,34230
0,2,5,1,40,32986
0,2,5,1,41,20261
0,2,5,1,42,23896
0,2,5,1,43,26522
0,2,5,1,44,30996
0,2,5,1,45,33915
0,2,5,1,46,28619
0,2,5,1,47,30104
0,2,5,1,48,24504
0,2,5,1,49,22251
0,2,5,1,50,18506
0,2,5,2,1,13283
0,2,5,2,2,21930
0,2,5,2,3,19292
0,2,5,2,4,19878
0,2,5,2,5,17021
0,2,5,2,6,13100
0,2,5,2,7,23256
0,2,5,2,8,16433
0,2,5,2,9,19856
0,2,5,2,10,15548
0,2,5,2,11,12907
0,2,5,2,12,18466
0,2,5,2,13,17966
0,2,5,2,14,23251
0,2,5,2,15,14404
0,2,5,2,16,17602
0,2,5,2,17,13703
0,2,5,2,18,22905
0,2,5,2,19,22608
0,2,5,2,20,14349
0,2,5,2,21,22771
0,2,5,2,22,14938
0,2,5,2,23,15866
0,2,5,2,24,20710
0,2,5,2,25,19794
0,2,5,2,26,15828
0,2,5,2,27,18947
0,2,5,2,28,19497
0,2,5,2,29,13722
0,2,5,2,30,19402
0,2,5,2,31,22337
0,2,5,2,32,17241
0,2,5,2,33,14447
0,2,5,2,34,23955
0,2,5,2,35,14484
0,2,5,2,36,20660
0,2,5,2,37,16527
0,2,5,2,38,12363
0,2,5,2,39,23961
0,2,5,2,40,23090
0,2,5,2,41,14183
0,2,5,2,42,16727
0,2,5,2,43,18566
0,2,5,2,44,21697
0,2,5,2,45,23741
0,2,5,2,46,20033
0,2,5,2,47,21073
0,2,5,2,48,17153
0,2,5,2,49,15575
0,2,5,2,50,12954
0,2,5,3,1,5693
0,2,5,3,2,9399
0,2,5,3,3,8268
0,2,5,3,4,8519
0,2,5,3,5,7295
0,2,5,3,6,5614
0,2,5,3,7,9967
0,2,5,3,8,7043
0,2,5,3,9,8510
0,2,5,3,10,6663
0,2,5,3,11,5532
0,2,5,3,12,7914
0,2,5,3,13,7700
0,2,5,3,14,9965
0,2,5,3,15,6173
0,2,5,3,16,7544
0,2,5,3,17,5873
0,2,5,3,18,9817
0,2,5,3,19,9689
0,2,5,3,20,6149
0,2,5,3,21,9759
0,2,5,3,22,6402
0,2,5,3,23,6800
0,2,5,3,24,8876
0,2,5,3,25,8483
0,2,5,3,26,6783
0,2,5,3,27,8120
0,2,5,3,28,8356
0,2,5,3,29,5881
0,2,5,3,30,8315
0,2,5,3,31,9573
0,2,5,3,32,7389
0,2,5,3,33,6192
0,2,5,3,34,10266
0,2,5,3,35,6207
0,2,5,3,36,8854
0,2,5,3,37,7083
0,2,5,3,38,5298
0,2,5,3,39,10269
0,2,5,3,40,9896
0,2,5,3,41,6078
0,2,5,3,42,7169
0,2,5,3,43,7957
0,2,5,3,44,9299
0,2,5,3,45,10175
0,2,5,3,46,8586
0,2,5,3,47,9031
0,2,5,3,48,7351
0,2,5,3,49,6675
0,2,5,3,50,5552
0,2,6,1,1,18975
0,2,6,1,2,31329
0,2,6,1,3,27561
0,2,6,1,4,28397
0,2,6,1,5,24315
0,2,6,1,6,18715
0,2,6,1,7,33223
0,2,6,1,8,23475
0,2,6,1,9,28366
0,2,6,1,10,22211
0,2,6,1,11,18438
0,2,6,1,12,26381
0,2,6,1,13,25666
0,2,6,1,14,33216
0,2,6,1,15,20577
0,2,6,1,16,25146
0,2,6,1,17,19576
0,2,6,1,18,32722
0,2,6,1,19,32297
0,2,6,1,20,20498
0,2,6,1,21,32529
0,2,6,1,22,21340
0,2,6,1,23,22666
0,2,6,1,24,29586
0,2,6,1,25,28277
0,2,6,1,26,22611
0,2,6,1,27,27068
0,2,6,1,28,27853
0,2,6,1,29,19602
0,2,6,1,30,27717
0,2,6,1,31,31910
0,2,6,1,32,24630
0,2,6,1,33,20639
0,2,6,1,34,34222
0,2,6,1,35,20691
0,2,6,1,36,29515
0,2,6,1,37,23610
0,2,6,1,38,17661
0,2,6,1,39,34230
0,2,6,1,40,32986
0,2,6,1,41,20261
0,2,6,1,42,23896
0,2,6,1,43,26522
0,2,6,1,44,30996
0,2,6,1,45,33915
0,2,6,1,46,28619
0,2,6,1,47,30104
0,2,6,1,48,24504
0,2,6,1,49,22251
0,2,6,1,50,18506
0,2,6,2,1,13283
0,2,6,2,2,21930
0,2,6,2,3,19292
0,2,6,2,4,19878
0,2,6,2,5,17021
0,2,6,2,6,13100
0,2,6,2,7,23256
0,2,6,2,8,16433
0,2,6,2,9,19856
0,2,6,2,10,15548
0,2,6,2,11,12907
0,2,6,2,12,18466
0,2,6,2,13,17966
0,2,6,2,14,23251
0,2,6,2,15,14404
0,2,6,2,16,17602
0,2,6,2,17,13703
0,2,6,2,18,22905
0,2,6,2,19,22608
0,2,6,2,20,14349
0,2,6,2,21,22771
0,2,6,2,22,14938
0,2,6,2,23,15866
0,2,6,2,24,20710
0,2,6,2,25,19794
0,2,6,2,26,15828
0,2,6,2,27,18947
0,2,6,2,28,19497
0,2,6,2,29,13722
0,2,6,2,30,19402
0,2,6,2,31,22337
0,2,6,2,32,17241
0,2,6,2,33,14447
0,2,6,2,34,23955
0,2,6,2,35,14484
0,2,6,2,36,20660
0,2,6,2,37,16527
0,2,6,2,38,12363
0,2,6,2,39,23961
0,2,6,2,40,23090
0,2,6,2,41,14183
0,2,6,2,42,16727
0,2,6,2,43,18566
0,2,6,2,44,21697
0,2,6,2,45,23741
0,2,6,2,46,20033
0,2,6,2,47,21073
0,2,6,2,48,17153
0,2,6,2,49,15575
0,2,6,2,50,12954
0,2,6,3,1,5693
0,2,6,3,2,9399
0,2,6,3,3,8268
0,2,6,3,4,8519
0,2,6,3,5,7295
0,2,6,3,6,5614
0,2,6,3,7,9967
0,2,6,3,8,7043
0,2,6,3,9,8510
0,2,6,3,10,6663
0,2,6,3,11,5532
0,2,6,3,12,7914
0,2,6,3,13,7700
0,2,6,3,14,9965
0,2,6,3,15,6173
0,2,6,3,16,7544
0,2,6,3,17,5873
0,2,6,3,18,9817
0,2,6,3,19,9689
0,2,6,3,20,6149
0,2,6,3,21,9759
0,2,6,3,22,6402
0,2,6,3,23,6800
0,2,6,3,24,8876
0,2,6,3,25,8483
0,2,6,3,26,6783
0,2,6,3,27,8120
0,2,6,3,28,8356
0,2,6,3,29,5881
0,2,6,3,30,8315
0,2,6,3,31,9573
0,2,6,3,32,7389
0,2,6,3,33,6192
0,2,6,3,34,10266
0,2,6,3,35,6207
0,2,6,3,36,8854
0,2,6,3,37,7083
0,2,6,3,38,5298
0,2,6,3,39,10269
0,2,6,3,40,9896
0,2,6,3,41,6078
0,2,6,3,42,7169
0,2,6,3,43,7957
0,2,6,3,44,9299
0,2,6,3,45,10175
0,2,6,3,46,8586
0,2,6,3,47,9031
0,2,6,3,48,7351
0,2,6,3,49,6675
0,2,6,3,50,5552
0,2,7,1,1,18975
0,2,7,1,2,31329
0,2,7,1,3,27561
0,2,7,1,4,28397
0,2,7,1,5,24315
0,2,7,1,6,18715
0,2,7,1,7,33223
0,2,7,1,8,23475
0,2,7,1,9,28366
0,2,7,1,10,22211
0,2,7,1,11,18438
0,2,7,1,12,26381
0,2,7,1,13,25666
0,2,7,1,14,33216
0,2,7,1,15,20577
0,2,7,1,16,25146
0,2,7,1,17,19576
0,2,7,1,18,32722
0,2,7,1,19,32297
0,2,7,1,20,20498
0,2,7,1,21,32529
0,2,7,1,22,21340
0,2,7,1,23,22666
0,2,7,1,24,29586
0,2,7,1,25,28277
0,2,7,1,26,22611
0,2,7,1,27,27068
0,2,7,1,28,27853
0,2,7,1,29,19602
0,2,7,1,30,27717
0,2,7,1,31,31910
0,2,7,1,32,24630
0,2,7,1,33,20639
0,2,7,1,34,34222
0,2,7,1,35,20691
0,2,7,1,36,29515
0,2,7,1,37,23610
0,2,7,1,38,17661
0,2,7,1,39,34230
0,2,7,1,40,32986
0,2,7,1,41,20261
0,2,7,1,42,23896
0,2,7,1,43,26522
0,2,7,1,44,30996
0,2,7,1,45,33915
0,2,7,1,46,28619
0,2,7,1,47,30104
0,2,7,1,48,24504
0,2,7,1,49,22251
0,2,7,1,50,18506
0,2,7,2,1,13283
0,2,7,2,2,21930
0,2,7,2,3,19292
0,2,7,2,4,19878
0,2,7,2,5,17021
0,2,7,2,6,13100
0,2,7,2,7,23256
0,2,7,2,8,16433
0,2,7,2,9,19856
0,2,7,2,10,15548
0,2,7,2,11,12907
0,2,7,2,12,18466
0,2,7,2,13,17966
0,2,7,2,14,23251
0,2,7,2,15,14404
0,2,7,2,16,17602
0,2,7,2,17,13703
0,2,7,2,18,22905
0,2,7,2,19,22608
0,2,7,2,20,14349
0,2,7,2,21,22771
0,2,7,2,22,14938
0,2,7,2,23,15866
0,2,7,2,24,20710
0,2,7,2,25,19794
0,2,7,2,26,15828
0,2,7,2,27,18947
0,2,7,2,28,19497
0,2,7,2,29,13722
0,2,7,2,30,19402
0,2,7,2,31,22337
0,2,7,2,32,17241
0,2,7,2,33,14447
0,2,7,2,34,23955
0,2,7,2,35,14484
0,2,7,2,36,20660
0,2,7,2,37,16527
0,2,7,2,38,12363
0,2,7,2,39,23961
0,2,7,2,40,23090
0,2,7,2,41,14183
0,2,7,2,42,16727
0,2,7,2,43,18566
0,2,7,2,44,21697
0,2,7,2,45,23741
0,2,7,2,46,20033
0,2,7,2,47,21073
0,2,7,2,48,17153
0,2,7,2,49,15575
0,2,7,2,50,12954
0,2,7,3,1,5693
0,2,7,3,2,9399
0,2,7,3,3,8268
0,2,7,3,4,8519
0,2,7,3,5,7295
0,2,7,3,6,5614
0,2,7,3,7,9967
0,2,7,3,8,7043
0,2,7,3,9,8510
0,2,7,3,10,6663
0,2,7,3,11,5532
0,2,7,3,12,7914
0,2,7,3,13,7700
0,2,7,3,14,9965
0,2,7,3,15,6173
0,2,7,3,16,7544
0,2,7,3,17,5873
0,2,7,3,18,9817
0,2,7,3,19,9689
0,2,7,3,20,6149
0,2,7,3,21,9759
0,2,7,3,22,6402
0,2,7,3,23,6800
0,2,7,3,24,8876
0,2,7,3,25,8483
0,2,7,3,26,6783
0,2,7,3,27,8120
0,2,7,3,28,8356
0,2,7,3,29,5881
0,2,7,3,30,8315
0,2,7,3,31,9573
0,2,7,3,32,7389
0,2,7,3,33,6192
0,2,7,3,34,10266
0,2,7,3,35,6207
0,2,7,3,36,8854
0,2,7,3,37,7083
0,2,7,3,38,5298
0,2,7,3,39,10269
0,2,7,3,40,9896
0,2,7,3,41,6078
0,2,7,3,42,7169
0,2,7,3,43,7957
0,2,7,3,44,9299
0,2,7,3,45,10175
0,2,7,3,46,8586
0,2,7,3,47,9031
0,2,7,3,48,7351
0,2,7,3,49,6675
0,2,7,3,50,5552
0,3,1,1,1,56926
0,3,1,1,2,93987
0,3,1,1,3,82682
0,3,1,1,4,85192
0,3,1,1,5,72946
0,3,1,1,6,56144
0,3,1,1,7,99670
0,3,1,1,8,70426
0,3,1,1,9,85097
0,3,1,1,10,66634
0,3,1,1,11,55315
0,3,1,1,12,79142
0,3,1,1,13,76997
0,3,1,1,14,99647
0,3,1,1,15,61731
0,3,1,1,16,75439
0,3,1,1,17,58727
0,3,1,1,18,98166
0,3,1,1,19,96892
0,3,1,1,20,61494
0,3,1,1,21,97588
0,3,1,1,22,64019
0,3,1,1,23,67999
0,3,1,1,24,88758
0,3,1,1,25,84830
0,3,1,1,26,67833
0,3,1,1,27,81203
0,3,1,1,28,83559
0,3,1,1,29,58807
0,3,1,1,30,83151
0,3,1,1,31,95729
0,3,1,1,32,73889
0,3,1,1,33,61918
0,3,1,1,34,102665
0,3,1,1,35,62073
0,3,1,1,36,88544
0,3,1,1,37,70830
0,3,1,1,38,52984
0,3,1,1,39,102691
0,3,1,1,40,98957
0,3,1,1,41,60784
0,3,1,1,42,71687
0,3,1,1,43,79567
0,3,1,1,44,92987
0,3,1,1,45,101746
0,3,1,1,46,85856
0,3,1,1,47,90312
0,3,1,1,48,73511
0,3,1,1,49,66752
